AQI Category,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
Moderate,1,6,3,66
Good,1,42,0,15
Unhealthy for Sensitive Groups,1,31,3,118
Moderate,3,22,19,85
Good,1,39,3,42
Good,1,16,1,36
Good,1,34,0,4
Moderate,1,53,0,63
Unhealthy for Sensitive Groups,1,26,0,120
Unhealthy,3,44,5,163
Moderate,2,45,0,84
Unhealthy for Sensitive Groups,1,35,0,100
Moderate,2,22,1,95
Unhealthy,2,35,3,162
Good,0,33,1,28
Good,1,42,0,37
Moderate,1,60,0,80
Good,1,34,6,50
Moderate,2,30,6,71
Moderate,1,22,1,61
Moderate,1,24,0,52
Moderate,2,49,1,78
Moderate,2,8,0,71
Moderate,1,41,0,96
Moderate,1,20,0,52
Good,1,32,5,29
Moderate,1,50,0,56
Good,1,37,4,46
Good,1,36,1,45
Good,1,43,0,36
Moderate,1,21,0,62
Moderate,1,50,0,63
Moderate,1,48,0,93
Unhealthy for Sensitive Groups,2,12,1,102
Good,1,49,0,43
Unhealthy,9,0,42,183
Unhealthy for Sensitive Groups,1,35,1,124
Unhealthy,4,168,1,170
Good,0,15,0,31
Good,1,34,0,24
Moderate,1,40,2,53
Moderate,2,45,4,60
Unhealthy,6,7,17,158
Good,1,20,15,50
Good,1,33,2,36
Unhealthy,1,36,0,173
Good,1,31,0,13
Moderate,1,30,2,55
Good,1,32,0,23
Good,2,34,5,36
Moderate,2,2,5,71
Good,1,39,0,32
Unhealthy,1,36,0,192
Unhealthy,4,159,4,108
Moderate,1,48,4,62
Unhealthy,1,29,0,168
Good,2,37,0,27
Moderate,1,54,0,70
Good,1,30,3,50
Moderate,1,32,8,51
Good,0,15,1,34
Moderate,1,71,1,47
Unhealthy,11,12,8,181
Moderate,1,15,11,61
Moderate,4,5,39,87
Good,0,6,0,14
Moderate,1,38,2,70
Good,0,34,1,17
Moderate,2,5,11,56
Moderate,2,6,10,76
Unhealthy for Sensitive Groups,2,5,10,122
Unhealthy for Sensitive Groups,3,3,9,119
Unhealthy for Sensitive Groups,3,2,10,122
Moderate,1,15,7,58
Moderate,1,19,1,60
Unhealthy for Sensitive Groups,0,14,0,104
Unhealthy,4,96,5,165
Moderate,1,32,1,80
Moderate,2,8,5,66
Good,0,16,0,20
Unhealthy,1,39,0,172
Moderate,2,9,3,71
Very Unhealthy,10,9,23,225
Moderate,1,59,0,62
Moderate,1,53,0,56
Unhealthy for Sensitive Groups,3,7,9,113
Unhealthy,5,4,13,164
Unhealthy for Sensitive Groups,3,45,5,132
Unhealthy,3,114,1,176
Unhealthy,2,38,2,156
Unhealthy,4,126,5,166
Unhealthy,3,102,3,169
Good,1,22,0,48
Good,0,29,0,19
Good,1,19,0,49
Moderate,1,32,1,64
Good,0,36,0,18
Moderate,2,34,6,68
Unhealthy,9,16,29,193
Moderate,1,27,0,60
Good,0,20,0,14
Good,1,39,0,27
Moderate,1,41,0,87
Unhealthy,2,57,2,164
Moderate,1,47,0,91
Good,1,38,2,47
Unhealthy for Sensitive Groups,1,27,1,103
Unhealthy,4,42,13,162
Unhealthy,3,59,6,161
Unhealthy,4,101,6,180
Good,1,46,0,44
Moderate,2,33,5,60
Good,1,43,0,18
Moderate,1,46,0,70
Good,1,44,0,37
Moderate,1,43,0,55
Good,1,44,0,12
Moderate,2,58,2,97
Unhealthy for Sensitive Groups,3,13,1,127
Good,1,39,2,50
Moderate,1,46,1,69
Good,1,16,0,24
Good,1,38,0,18
Good,1,43,0,28
Unhealthy for Sensitive Groups,1,31,13,131
Moderate,1,18,5,53
Good,1,28,0,43
Good,0,26,1,12
Good,1,41,0,14
Moderate,1,43,0,54
Good,1,35,1,40
Moderate,1,24,1,85
Moderate,1,52,0,64
Unhealthy,8,10,19,195
Moderate,1,67,0,45
Good,0,22,0,18
Good,0,24,1,11
Good,1,11,0,25
Moderate,1,33,1,77
Good,1,41,1,20
Moderate,1,34,1,59
Good,1,38,1,49
Moderate,1,30,3,55
Good,1,41,0,18
Moderate,1,72,1,56
Moderate,0,25,2,59
Good,1,24,0,41
Unhealthy,4,43,7,155
Very Unhealthy,10,9,23,220
Moderate,1,45,1,71
Moderate,1,27,0,57
Unhealthy,5,41,13,177
Moderate,4,2,4,94
Good,0,24,0,30
Moderate,2,25,19,84
Good,1,38,0,23
Unhealthy,10,0,25,181
Moderate,1,28,0,68
Unhealthy,7,11,19,166
Moderate,1,66,0,90
Moderate,1,74,0,27
Moderate,1,41,0,59
Good,1,38,0,42
Moderate,1,46,2,52
Moderate,1,39,0,57
Good,1,18,0,43
Moderate,1,29,1,89
Good,1,41,0,44
Good,1,34,4,30
Moderate,1,16,0,51
Good,1,35,1,15
Good,0,24,1,11
Moderate,2,23,1,65
Moderate,2,17,3,90
Moderate,1,12,11,51
Moderate,1,45,0,63
Moderate,1,47,1,63
Good,2,31,14,50
Unhealthy for Sensitive Groups,2,42,9,132
Moderate,1,35,0,68
Good,1,46,2,45
Good,1,33,0,14
Good,1,32,0,4
Good,1,39,2,38
Good,1,45,0,15
Moderate,2,34,3,74
Good,1,15,6,38
Moderate,1,43,0,62
Good,0,27,1,35
Moderate,2,5,8,75
Unhealthy for Sensitive Groups,2,18,4,131
Moderate,2,4,0,84
Moderate,1,33,4,67
Good,0,30,0,29
Good,1,10,4,43
Good,0,18,0,2
Good,1,11,2,32
Good,1,35,0,34
Good,1,32,7,45
Unhealthy,1,47,0,164
Moderate,1,21,5,63
Good,1,5,3,25
Good,1,12,0,35
Good,1,26,0,35
Hazardous,1,51,2,396
Moderate,2,41,0,76
Good,1,47,1,39
Good,1,37,0,47
Moderate,1,19,0,89
Moderate,1,28,0,89
Unhealthy for Sensitive Groups,1,40,0,135
Good,1,29,0,14
Unhealthy,1,40,0,160
Unhealthy,1,65,1,163
Good,1,33,8,50
Moderate,2,26,8,63
Good,1,15,3,48
Moderate,1,63,1,60
Good,1,46,1,29
Moderate,1,27,2,55
Good,0,19,1,28
Unhealthy for Sensitive Groups,2,42,9,117
Good,1,37,1,37
Good,1,32,0,11
Good,1,42,0,29
Moderate,2,32,6,89
Moderate,1,22,0,62
Good,1,35,3,20
Moderate,1,16,8,67
Unhealthy for Sensitive Groups,5,19,4,108
Moderate,1,28,4,55
Good,1,39,2,30
Good,1,41,1,26
Moderate,1,12,15,59
Good,1,36,3,36
Good,0,17,3,24
Moderate,3,16,10,84
Unhealthy,4,179,2,175
Moderate,1,48,1,64
Good,0,13,2,15
Good,0,7,0,18
Unhealthy,7,17,10,155
Good,1,21,1,36
Good,1,5,2,42
Moderate,1,44,1,60
Moderate,1,43,1,55
Moderate,3,4,23,99
Good,0,11,0,21
Moderate,2,19,14,63
Good,1,30,0,41
Moderate,1,55,0,47
Unhealthy for Sensitive Groups,1,38,0,122
Unhealthy for Sensitive Groups,4,0,5,121
Moderate,1,37,2,58
Moderate,1,35,1,68
Moderate,1,25,0,51
Moderate,1,32,0,59
Good,1,36,0,35
Moderate,1,47,0,82
Good,1,9,1,17
Moderate,1,39,1,74
Good,0,25,0,9
Good,1,1,0,38
Unhealthy for Sensitive Groups,4,3,6,100
Good,1,4,1,34
Good,1,33,2,18
Unhealthy,3,152,1,161
Good,1,42,2,48
Moderate,3,1,6,87
Good,1,11,4,49
Moderate,1,41,6,93
Unhealthy,3,124,0,158
Moderate,2,18,5,64
Good,0,23,2,22
Moderate,2,23,7,77
Moderate,2,20,10,70
Moderate,1,14,17,55
Good,1,9,4,40
Good,0,16,3,20
Good,0,27,1,21
Moderate,1,29,3,71
Moderate,1,56,0,97
Moderate,1,45,0,64
Moderate,1,50,0,57
Good,1,30,2,31
Good,1,35,0,13
Unhealthy for Sensitive Groups,1,40,0,106
Moderate,1,25,7,53
Good,1,39,2,28
Good,1,23,3,38
Moderate,1,61,0,69
Moderate,1,35,0,81
Moderate,1,41,1,56
Good,1,34,1,41
Moderate,1,44,0,51
Good,1,18,1,44
Unhealthy,3,40,5,151
Moderate,1,51,0,61
Good,0,24,0,37
Unhealthy,1,26,2,173
Moderate,1,40,4,54
Very Unhealthy,9,2,17,264
Moderate,1,47,0,56
Moderate,1,28,3,61
Unhealthy,4,28,14,151
Moderate,1,26,2,52
Unhealthy for Sensitive Groups,2,41,1,106
Good,0,25,0,18
Moderate,3,23,13,96
Good,0,20,0,28
Good,1,39,1,48
Good,1,39,1,44
Good,1,14,0,24
Moderate,1,55,1,52
Unhealthy,3,66,4,169
Good,1,32,1,47
Good,1,49,1,14
Good,0,25,4,13
Unhealthy for Sensitive Groups,4,4,23,143
Unhealthy,4,95,5,172
Moderate,1,34,1,55
Unhealthy,10,3,24,198
Unhealthy for Sensitive Groups,2,68,0,106
Moderate,1,27,6,72
Unhealthy for Sensitive Groups,3,43,3,111
Good,1,45,1,37
Good,0,25,0,23
Good,1,25,0,39
Good,1,21,0,42
Good,0,19,0,28
Good,0,38,0,15
Moderate,1,47,0,54
Good,1,4,0,36
Good,1,29,2,31
Unhealthy for Sensitive Groups,3,17,26,117
Good,1,5,0,26
Moderate,1,58,0,59
Good,0,23,0,16
Good,1,40,0,21
Good,1,38,1,48
Good,0,25,0,30
Moderate,2,0,20,71
Good,1,33,1,34
Good,1,5,0,28
Moderate,1,68,0,61
Very Unhealthy,15,6,59,281
Moderate,2,14,5,93
Moderate,1,59,0,65
Moderate,1,20,1,72
Unhealthy,4,78,8,175
Moderate,1,20,0,52
Moderate,1,19,0,90
Moderate,1,27,0,55
Moderate,1,45,0,54
Moderate,1,44,0,59
Moderate,1,29,0,54
Good,1,32,7,39
Moderate,1,62,0,67
Moderate,1,91,1,29
Good,1,34,1,8
Good,0,42,0,10
Good,1,26,6,41
Moderate,1,48,0,56
Good,1,23,2,38
Unhealthy for Sensitive Groups,1,38,1,116
Moderate,1,28,0,84
Good,0,11,0,5
Moderate,1,46,0,82
Good,1,3,0,48
Good,1,18,0,31
Good,1,41,1,20
Moderate,1,44,0,57
Unhealthy,6,19,22,172
Moderate,1,25,1,89
Good,1,42,1,17
Unhealthy,3,43,3,172
Good,1,38,1,46
Good,1,37,1,33
Moderate,1,67,0,68
Good,1,27,0,40
Moderate,2,26,1,85
Moderate,1,54,0,66
Good,1,18,1,45
Unhealthy,7,15,18,174
Unhealthy,4,29,31,164
Good,1,10,1,33
Moderate,1,12,4,63
Moderate,1,41,0,82
Moderate,1,63,0,48
Moderate,1,70,1,87
Moderate,1,44,0,96
Moderate,1,29,0,59
Good,1,21,0,28
Moderate,1,30,0,54
Moderate,1,27,2,68
Moderate,1,28,3,61
Very Unhealthy,2,38,5,211
Moderate,1,48,0,54
Moderate,1,51,0,62
Good,1,49,1,49
Good,0,38,0,11
Good,1,38,0,38
Good,0,23,0,33
Unhealthy,8,17,51,195
Unhealthy,1,35,3,190
Good,1,43,0,25
Moderate,1,39,0,64
Moderate,1,26,3,55
Moderate,1,24,0,55
Moderate,1,29,2,61
Moderate,1,40,1,53
Unhealthy,3,11,9,158
Unhealthy for Sensitive Groups,1,33,2,136
Moderate,1,26,2,66
Moderate,1,60,0,65
Unhealthy for Sensitive Groups,3,1,13,108
Unhealthy,2,126,0,189
Unhealthy for Sensitive Groups,1,41,0,142
Moderate,2,25,4,59
Moderate,1,30,5,53
Moderate,1,25,2,65
Good,1,29,0,10
Moderate,1,38,1,62
Good,1,30,0,19
Unhealthy,2,79,1,154
Unhealthy,1,34,3,156
Good,1,25,0,39
Good,0,13,0,25
Good,1,31,0,21
Unhealthy for Sensitive Groups,1,24,0,134
Good,1,44,1,20
Moderate,1,19,6,70
Moderate,2,24,0,53
Moderate,2,27,8,68
Moderate,1,38,0,67
Moderate,2,47,0,68
Moderate,2,9,4,75
Moderate,2,52,11,71
Good,1,28,1,34
Moderate,1,39,2,66
Good,1,30,6,48
Good,0,9,2,30
Moderate,1,37,4,55
Very Unhealthy,14,21,17,212
Moderate,1,28,6,61
Good,1,37,3,50
Moderate,2,37,8,52
Moderate,2,24,9,66
Moderate,1,45,0,55
Moderate,1,34,3,62
Unhealthy for Sensitive Groups,2,106,3,108
Moderate,1,18,4,51
Moderate,1,35,3,66
Good,1,17,0,46
Moderate,1,34,2,61
Unhealthy,3,140,0,166
Unhealthy,1,65,0,168
Moderate,1,43,0,58
Unhealthy,3,93,2,155
Good,1,32,0,41
Moderate,1,21,5,60
Unhealthy,9,11,6,169
Unhealthy,1,32,0,183
Moderate,1,48,0,53
Moderate,2,3,5,68
Good,1,49,2,38
Moderate,1,43,0,76
Moderate,2,36,7,76
Unhealthy,1,35,0,175
Unhealthy,4,159,2,165
Moderate,1,35,3,64
Good,1,36,3,50
Moderate,1,10,15,58
Moderate,1,26,2,59
Unhealthy,4,173,1,171
Good,1,19,0,38
Moderate,1,34,1,68
Good,1,17,0,41
Good,1,29,3,21
Moderate,1,44,1,79
Unhealthy,3,152,1,163
Unhealthy for Sensitive Groups,3,101,7,98
Unhealthy,3,149,1,162
Moderate,1,27,5,59
Moderate,1,47,0,57
Unhealthy,1,94,2,159
Good,1,34,1,17
Good,1,26,5,30
Good,0,11,2,17
Moderate,1,21,2,55
Good,1,23,5,50
Moderate,1,18,6,54
Good,1,14,12,45
Unhealthy for Sensitive Groups,4,3,35,129
Moderate,1,35,3,61
Moderate,1,37,2,63
Moderate,1,42,0,65
Good,1,33,3,19
Moderate,2,31,13,83
Good,1,41,0,33
Good,0,24,0,35
Moderate,1,42,1,57
Moderate,1,23,9,56
Moderate,2,65,0,49
Good,0,29,1,24
Moderate,1,63,1,67
Unhealthy,3,123,0,173
Unhealthy,1,39,0,152
Unhealthy for Sensitive Groups,1,27,1,106
Unhealthy,4,175,2,176
Very Unhealthy,2,100,0,233
Good,1,37,1,42
Good,0,1,1,15
Good,1,44,1,43
Moderate,0,28,0,52
Good,1,31,0,23
Very Unhealthy,3,146,2,254
Moderate,1,41,0,63
Moderate,1,29,3,51
Good,1,42,3,38
Moderate,1,40,1,71
Moderate,1,34,2,51
Good,1,36,1,18
Unhealthy,9,18,12,172
Good,1,24,0,45
Moderate,1,25,1,84
Good,1,33,2,41
Moderate,1,40,1,62
Unhealthy for Sensitive Groups,5,19,4,142
Moderate,2,21,1,67
Moderate,2,67,1,69
Moderate,1,40,1,69
Unhealthy for Sensitive Groups,2,143,1,115
Good,1,34,1,19
Good,0,32,0,40
Good,1,24,0,3
Moderate,1,19,6,61
Good,1,38,2,47
Good,1,12,8,43
Moderate,1,27,5,71
Unhealthy for Sensitive Groups,4,20,1,117
Moderate,1,13,5,53
Moderate,2,9,0,57
Unhealthy,1,43,0,179
Moderate,2,43,1,95
Moderate,2,4,4,94
Good,1,41,3,32
Good,1,42,2,27
Good,1,24,3,50
Good,1,35,1,50
Good,0,34,0,25
Good,0,33,1,23
Moderate,1,36,5,98
Moderate,2,51,0,74
Good,0,34,0,33
Good,1,29,0,16
Unhealthy for Sensitive Groups,3,127,3,114
Moderate,1,32,2,99
Good,0,17,0,22
Good,1,16,0,34
Unhealthy,2,156,2,84
Good,1,19,1,37
Good,1,34,1,25
Good,0,31,2,16
Good,1,18,2,30
Moderate,2,6,22,77
Unhealthy for Sensitive Groups,2,33,5,125
Good,0,30,0,11
Moderate,2,36,10,57
Good,1,28,9,47
Moderate,1,12,18,65
Good,1,23,1,33
Good,1,28,2,50
Moderate,1,38,9,53
Good,1,37,1,50
Moderate,1,22,13,56
Moderate,0,21,0,51
Moderate,1,34,0,63
Unhealthy,1,34,0,152
Moderate,1,20,6,61
Good,1,31,1,50
Unhealthy for Sensitive Groups,3,12,10,102
Moderate,1,21,13,56
Good,0,15,0,26
Good,0,33,0,32
Moderate,1,24,1,63
Good,1,32,1,16
Good,1,49,3,22
Good,0,6,1,21
Moderate,0,28,0,60
Good,1,31,0,26
Moderate,1,21,4,64
Moderate,1,28,6,53
Moderate,1,22,7,52
Hazardous,1,44,2,446
Good,1,24,4,39
Unhealthy,1,39,0,159
Unhealthy for Sensitive Groups,4,3,30,138
Unhealthy for Sensitive Groups,1,36,0,126
Good,1,26,2,40
Good,0,30,0,31
Unhealthy,1,80,1,164
Unhealthy,3,126,2,154
Moderate,1,73,0,68
Good,1,28,2,34
Good,1,29,4,40
Moderate,3,39,2,73
Moderate,2,14,7,77
Moderate,1,39,0,77
Moderate,1,43,5,57
Moderate,1,17,0,82
Hazardous,133,0,53,500
Moderate,0,31,1,56
Moderate,1,40,0,81
Good,1,37,1,22
Moderate,1,25,4,54
Good,1,26,6,39
Good,1,2,0,13
Good,1,16,1,27
Moderate,1,25,6,57
Good,1,32,3,33
Good,0,37,1,44
Good,0,32,1,28
Good,1,43,1,32
Good,1,40,3,41
Good,1,48,2,44
Moderate,3,35,8,82
Moderate,1,44,5,51
Unhealthy for Sensitive Groups,2,10,6,149
Moderate,1,61,1,42
Good,1,35,2,20
Unhealthy,1,41,0,156
Unhealthy,1,49,0,197
Unhealthy,2,54,2,153
Good,0,25,1,33
Good,1,18,2,36
Good,0,31,1,26
Moderate,1,9,18,55
Good,0,27,1,35
Good,1,37,1,35
Moderate,1,26,1,95
Good,1,10,1,30
Good,1,28,8,42
Good,1,29,2,34
Good,1,41,2,39
Very Unhealthy,3,169,1,248
Unhealthy,3,173,1,199
Moderate,1,10,1,59
Good,1,27,2,28
Moderate,1,6,3,51
Moderate,1,20,5,54
Moderate,2,23,1,75
Good,1,36,2,49
Good,1,43,3,42
Unhealthy for Sensitive Groups,4,0,11,124
Good,1,13,1,38
Good,0,14,0,20
Good,0,29,2,20
Unhealthy for Sensitive Groups,4,3,16,147
Good,0,32,0,29
Unhealthy for Sensitive Groups,4,12,2,110
Good,1,22,4,49
Unhealthy for Sensitive Groups,1,48,0,105
Moderate,2,10,0,84
Unhealthy,4,12,16,183
Good,0,34,1,34
Good,1,30,5,43
Moderate,1,16,10,62
Good,1,36,0,35
Moderate,2,15,20,64
Good,1,36,0,34
Good,1,28,4,25
Good,1,44,0,22
Good,1,43,0,12
Moderate,1,27,1,59
Unhealthy,3,169,3,104
Good,0,20,0,27
Good,1,18,4,35
Unhealthy,2,106,0,157
Moderate,1,24,4,81
Good,1,28,0,49
Moderate,2,9,4,67
Moderate,2,10,8,81
Good,0,17,0,21
Good,1,11,1,34
Unhealthy for Sensitive Groups,2,31,5,116
Good,0,37,0,23
Good,1,30,2,27
Moderate,1,6,4,52
Good,0,15,0,23
Good,0,20,0,37
Good,2,34,7,38
Unhealthy for Sensitive Groups,1,27,1,134
Moderate,1,28,3,57
Good,1,30,5,40
Good,1,18,7,30
Unhealthy,4,128,1,159
Moderate,1,22,0,57
Good,0,17,0,37
Unhealthy,1,37,0,156
Good,0,29,0,48
Unhealthy for Sensitive Groups,2,142,1,139
Good,1,13,0,42
Moderate,2,22,0,67
Moderate,1,40,4,70
Unhealthy,3,163,2,177
Moderate,3,44,3,74
Good,0,29,1,5
Moderate,2,72,1,76
Moderate,1,38,1,65
Good,0,16,1,4
Good,1,43,4,38
Good,1,44,1,43
Moderate,1,29,1,52
Unhealthy,2,55,1,160
Moderate,2,30,5,57
Good,1,36,1,34
Good,1,34,0,47
Moderate,2,30,6,88
Good,1,12,2,43
Good,1,22,2,28
Hazardous,1,41,0,500
Good,1,29,0,32
Moderate,2,22,11,63
Very Unhealthy,5,206,4,150
Good,1,46,0,23
Moderate,1,23,0,52
Moderate,1,37,0,57
Good,1,24,3,35
Unhealthy,5,200,4,155
Good,0,17,1,37
Good,1,35,0,32
Good,1,33,0,38
Good,1,43,2,39
Very Unhealthy,1,44,0,217
Moderate,2,15,5,93
Moderate,1,10,3,54
Moderate,1,37,1,83
Moderate,2,46,1,79
Unhealthy,2,25,2,154
Unhealthy,7,104,13,178
Good,1,21,10,47
Unhealthy for Sensitive Groups,4,10,2,110
Moderate,2,21,2,62
Moderate,2,13,9,59
Moderate,2,9,10,72
Good,1,7,1,38
Moderate,1,5,1,53
Moderate,2,15,10,87
Unhealthy,5,163,4,136
Very Unhealthy,4,203,6,156
Good,1,48,1,24
Good,0,24,0,8
Good,0,26,0,12
Good,1,23,1,49
Good,0,29,0,28
Good,1,38,4,50
Good,1,36,0,38
Good,1,44,0,25
Unhealthy for Sensitive Groups,1,50,0,147
Good,1,6,4,32
Unhealthy,1,36,0,156
Good,1,34,1,6
Moderate,1,46,0,64
Moderate,1,22,4,51
Good,1,3,4,44
Good,1,24,2,36
Good,1,43,2,36
Moderate,0,22,0,66
Moderate,0,34,0,62
Unhealthy for Sensitive Groups,1,34,0,128
Moderate,2,19,8,58
Moderate,2,1,5,59
Good,1,11,1,39
Good,0,26,2,28
Moderate,1,31,0,75
Moderate,0,26,0,68
Good,1,34,0,27
Good,0,28,2,31
Unhealthy,7,6,9,153
Good,0,13,0,15
Good,0,30,1,26
Good,1,43,2,45
Good,1,15,10,34
Good,1,42,2,36
Moderate,1,22,13,52
Good,1,25,2,32
Unhealthy for Sensitive Groups,4,9,15,115
Good,0,30,2,46
Good,1,36,1,26
Unhealthy,6,175,6,157
Moderate,1,30,0,63
Good,0,16,0,14
Unhealthy for Sensitive Groups,3,93,6,122
Unhealthy for Sensitive Groups,4,133,4,122
Moderate,3,46,2,95
Very Unhealthy,4,203,6,139
Moderate,0,31,0,58
Good,1,39,0,21
Unhealthy for Sensitive Groups,1,36,0,124
Good,2,9,1,50
Moderate,1,37,0,52
Unhealthy,2,155,1,83
Good,1,16,4,45
Good,1,30,0,18
Good,0,27,2,28
Unhealthy,4,198,5,128
Unhealthy,5,181,11,151
Good,1,29,1,33
Moderate,1,31,2,58
Good,1,24,4,36
Moderate,3,8,10,79
Unhealthy for Sensitive Groups,2,8,3,105
Good,1,27,1,42
Good,1,34,1,47
Moderate,1,41,2,82
Unhealthy,22,10,15,198
Good,1,29,1,12
Moderate,1,30,1,60
Good,1,36,3,36
Moderate,1,35,0,54
Moderate,0,21,0,52
Moderate,1,57,0,93
Moderate,1,31,8,51
Good,1,23,9,50
Moderate,1,28,0,62
Good,0,26,2,25
Unhealthy,1,49,0,160
Good,1,26,3,38
Moderate,1,22,10,55
Moderate,1,46,4,56
Good,0,28,1,32
Good,1,31,1,34
Moderate,1,11,0,67
Good,0,25,0,9
Moderate,1,42,0,62
Good,0,28,0,6
Good,0,30,1,28
Moderate,1,14,4,51
Moderate,1,5,3,63
Good,1,35,1,27
Good,1,31,7,46
Good,1,9,0,19
Good,1,15,0,38
Good,1,38,0,25
Moderate,2,13,0,52
Good,1,27,4,38
Good,1,20,0,36
Good,0,22,0,44
Good,1,39,0,19
Good,1,21,4,46
Good,1,38,0,39
Moderate,1,55,2,18
Good,1,30,5,41
Good,0,24,0,48
Good,1,41,3,22
Good,1,27,4,32
Moderate,1,18,0,62
Moderate,2,30,13,58
Good,0,33,1,37
Good,1,38,3,44
Good,1,16,2,30
Unhealthy,4,155,1,176
Moderate,0,24,0,70
Moderate,1,40,2,52
Moderate,1,27,6,52
Moderate,2,17,20,66
Moderate,1,30,5,63
Moderate,1,39,1,72
Good,1,28,2,27
Good,1,42,1,36
Moderate,2,27,8,60
Good,0,30,1,48
Moderate,1,44,5,68
Good,1,28,3,30
Moderate,1,62,2,88
Moderate,1,47,0,54
Moderate,1,42,4,66
Moderate,1,41,0,53
Good,1,36,1,25
Good,1,34,2,33
Good,0,34,1,27
Good,1,24,0,46
Moderate,1,44,0,72
Unhealthy,1,78,1,184
Unhealthy,0,38,0,152
Moderate,1,35,0,65
Unhealthy,2,25,3,159
Moderate,0,21,0,54
Moderate,1,24,1,67
Hazardous,2,150,1,324
Moderate,2,8,0,62
Very Unhealthy,2,99,1,283
Good,1,39,0,35
Good,1,34,2,20
Good,0,21,0,29
Good,1,4,2,30
Good,1,5,2,36
Moderate,1,12,0,60
Moderate,1,10,15,51
Good,1,35,2,25
Moderate,1,26,0,60
Moderate,1,41,1,58
Unhealthy for Sensitive Groups,1,82,0,100
Moderate,0,31,0,61
Good,0,29,2,22
Unhealthy,0,42,0,156
Good,1,39,1,47
Unhealthy for Sensitive Groups,4,6,36,119
Unhealthy for Sensitive Groups,3,2,8,106
Good,0,23,0,23
Good,1,37,1,25
Unhealthy for Sensitive Groups,15,20,12,123
Good,1,12,3,41
Good,1,28,4,39
Good,1,34,1,42
Very Unhealthy,4,166,1,265
Unhealthy,1,40,0,161
Unhealthy,1,45,1,156
Unhealthy,1,43,0,194
Unhealthy for Sensitive Groups,0,23,0,111
Unhealthy,1,92,2,162
Good,0,33,0,26
Good,0,40,0,23
Unhealthy,1,35,0,151
Moderate,1,46,0,88
Unhealthy for Sensitive Groups,0,21,0,136
Moderate,1,44,0,79
Unhealthy,2,153,2,100
Good,1,27,2,32
Hazardous,1,82,1,461
Very Unhealthy,2,112,1,275
Good,1,18,0,36
Good,1,41,1,33
Unhealthy,1,47,0,153
Good,0,19,0,18
Moderate,3,3,11,83
Very Unhealthy,1,47,0,201
Very Unhealthy,1,49,1,245
Good,1,37,0,21
Good,1,23,5,43
Good,1,35,6,41
Moderate,1,39,1,51
Good,0,30,1,29
Unhealthy for Sensitive Groups,5,14,3,103
Unhealthy,1,109,1,165
Very Unhealthy,3,100,0,204
Moderate,1,31,0,56
Good,0,29,1,24
Good,1,43,0,50
Good,1,26,2,46
Good,2,11,0,46
Good,0,11,0,24
Unhealthy,2,25,1,155
Good,1,28,4,38
Moderate,0,25,0,70
Good,1,23,4,36
Good,1,29,3,31
Good,0,35,1,26
Unhealthy for Sensitive Groups,5,0,8,128
Moderate,2,4,4,61
Moderate,2,17,0,52
Good,1,29,0,18
Moderate,1,23,0,58
Good,0,30,1,29
Moderate,2,11,27,78
Good,1,14,0,45
Moderate,1,19,0,54
Good,0,23,0,50
Moderate,1,7,9,70
Good,1,11,1,41
Good,1,35,1,19
Good,1,6,1,37
Moderate,1,21,0,81
Good,1,7,7,47
Moderate,1,39,1,58
Moderate,1,36,2,54
Good,1,4,3,45
Good,1,32,4,50
Good,1,43,0,50
Good,1,37,1,23
Good,1,4,3,37
Good,0,11,1,4
Good,1,15,4,45
Moderate,1,41,5,60
Moderate,2,7,17,66
Good,1,27,2,37
Good,0,6,1,14
Good,1,12,4,50
Good,1,32,3,37
Moderate,1,21,2,86
Good,0,34,0,28
Good,0,19,0,44
Unhealthy for Sensitive Groups,3,127,3,116
Good,0,27,1,20
Good,1,25,3,36
Unhealthy for Sensitive Groups,1,45,0,112
Good,1,43,1,16
Unhealthy for Sensitive Groups,2,133,2,123
Moderate,1,41,0,55
Unhealthy for Sensitive Groups,5,0,13,146
Moderate,1,31,0,53
Good,0,12,1,27
Good,1,19,9,33
Moderate,0,37,0,53
Good,1,38,3,40
Good,1,24,2,48
Good,1,24,2,40
Good,1,20,3,40
Unhealthy,4,1,9,164
Unhealthy,0,31,0,154
Good,1,30,3,35
Good,0,23,0,47
Unhealthy for Sensitive Groups,3,16,3,138
Good,0,19,0,33
Good,0,24,1,26
Moderate,1,22,5,63
Moderate,1,23,5,53
Unhealthy,3,152,2,91
Very Unhealthy,2,151,1,208
Unhealthy,1,78,1,185
Good,0,31,2,40
Unhealthy for Sensitive Groups,0,23,0,134
Moderate,1,41,0,69
Good,1,17,0,48
Good,1,24,4,41
Hazardous,1,47,1,500
Good,0,25,0,39
Good,0,33,1,36
Moderate,1,43,0,51
Moderate,2,3,4,56
Good,1,28,1,25
Good,0,32,1,25
Good,1,49,1,30
Unhealthy for Sensitive Groups,3,97,7,140
Moderate,1,19,0,77
Moderate,1,28,4,73
Moderate,1,33,3,61
Moderate,2,23,9,69
Good,0,27,2,26
Good,1,30,1,38
Good,1,31,0,29
Moderate,1,30,1,55
Good,0,31,1,27
Good,1,14,2,46
Moderate,1,23,2,65
Good,0,38,0,19
Good,1,29,2,27
Good,0,14,1,28
Moderate,1,45,0,68
Good,1,8,3,39
Moderate,1,29,7,51
Good,1,32,1,38
Moderate,0,25,0,99
